Plataforma,IP,Hostname,Ciudad,Modelo,EoL Status,ios,Version
Móvil,192.168.50.41,SW02NEMU_HLRWS_ARA,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-37.SE1
Móvil,192.168.245.146,SW02NEMU_HLRWS_BUC,Not Info Yet,WS-C2960-48TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-37.SE1
Móvil,192.168.90.48,SW02NEMU_HLRWS_FON,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-37.SE1
Móvil,192.168.31.179,SW02NEMU_HLRWS_PRA,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-37.SE1
Móvil,192.168.177.139,SW02TEC_ALK,Not Info Yet,WS-C2960-48TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-58.SE2
Móvil,192.168.173.117,SW02TUN_TEC,Not Info Yet,WS-C2950-12,No Yet Cataloged,IOS,c2950-i6k2l2q4-mz.121-22.EA14
Móvil,192.168.174.173,SW02VVO_TEC,Not Info Yet,WS-C2950G-24-EI-DC,No Yet Cataloged,IOS,c2950-i6k2l2q4-mz.121-22.EA14
Móvil,192.168.174.172,SW03VVO_TEC,Not Info Yet,WS-C2960-48TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Móvil,192.168.78.6,SW-CALI-CLNS,Not Info Yet,WS-C2960+24TC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.152-2.E6/c2960-lanlitek9-mz.152-2.E6
Móvil,192.168.25.93,SWCCM2_NEW_1_TEC,Not Info Yet,WS-C2960+24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.152-4.E6
Móvil,192.168.172.67,SWCCM4_1,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-58.SE2
Móvil,192.168.172.68,SWCCM4_2,Not Info Yet,WS-C2960-48PST-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-55.SE7/c2960-lanlitek9-mz.122-55.SE7
Móvil,192.168.172.21,SWCCM5_1,Not Info Yet,WS-C3750G-24TS-1U,No Yet Cataloged,IOS,c3750-ipservicesk9-mz.150-2.SE4
Móvil,192.168.172.22,SWCCM5_2,Not Info Yet,WS-C2960-48TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-58.SE2
Móvil,192.168.172.24,SWCCM5_3,Not Info Yet,WS-C3560X-48,No Yet Cataloged,IOS,c3560e-universalk9-mz.122-55.SE5/c3560e-universalk9-mz.122-55.SE5
Móvil,192.168.172.25,SWCCM5_4,Not Info Yet,WS-C2960-48TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-58.SE2
Móvil,192.168.172.59,SWCCM7_1,Not Info Yet,WS-C2960X-24TD-L,No Yet Cataloged,IOS,c2960x-universalk9-mz.152-2.E3/c2960x-universalk9-mz.152-2.E3
Móvil,192.168.172.60,SWCCM7_2,Not Info Yet,WS-C2960X-24TD-L,No Yet Cataloged,IOS,c2960x-universalk9-mz.152-2.E3/c2960x-universalk9-mz.152-2.E3
Móvil,192.168.172.58,SWCCM7_3,Not Info Yet,WS-C2960-48TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-44.SE6/c2960-lanbasek9-mz.122-44.SE6
Móvil,192.168.172.57,SWCCM7_4,Not Info Yet,WS-C2960-48TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-44.SE6
Móvil,192.168.104.93,SWCCM7_L3,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9npe-mz.150-1.SE3/c3750e-universalk9npe-mz.150-1.SE3
Móvil,192.168.177.208,SWCCMVEN1_TER_GPRS,Not Info Yet,WS-C3750G-48TS,No Yet Cataloged,IOS,"(C3750-ADVIPSERVICESK9-M), Version 12.2(44)SE2"
Móvil,192.168.22.9,SWL01PRA,Not Info Yet,WS-C6509-E,No Yet Cataloged,IOS,s72033-advipservicesk9_wan-mz.122-18.SXF10a
Móvil,192.168.73.6,SW-MEDE-CLNS,Not Info Yet,WS-C2950-12,No Yet Cataloged,IOS,c2950-i6k2l2q4-mz.121-22.EA14
Móvil,10.10.63.34,THBAMARRUECOS,BOGOTA,ASR9K,Vigente,XR,4.3.4
Móvil,10.10.63.10,THBASOACHA,BOGOTA,ASR9K,Vigente,XR,4.3.4
Móvil,10.10.63.11,THBATINTAL,BOGOTA,ASR9K,Vigente,XR,4.3.4
Móvil,10.10.63.4,THBATVSUBA2,BOGOTA,ASR9K,Obsoleto,XR,5.3.4
Red Técnica Móvil,10.70.10.12,ALK-NAP-SW1,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9-mz.122-55.SE5/c3750e-universalk9-mz.122-55.SE5
Red Técnica Móvil,10.70.11.111,ALK-NAP-SW2,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9-mz.122-55.SE5/c3750e-universalk9-mz.122-55.SE5
Red Técnica Móvil,192.168.6.131,ASR01ING,CALI,ASR9K,No Yet Cataloged,XR,4.3.4
Red Técnica Móvil,10.68.86.3,ASR01MED,MEDELLIN,ASR9K,No Yet Cataloged,XR,5.3.4
Red Técnica Móvil,10.68.99.11,ASR01MEG,Medellin,ASR9K,No Yet Cataloged,XR,4.3.4
Red Técnica Móvil,10.70.162.131,ASR01SIN,SINCELEJO,ASR9K,No Yet Cataloged,XR,4.3.4
Red Técnica Móvil,10.67.44.3,ASR01TRIM,BOGOTA,ASR9K,No Yet Cataloged,XR,5.3.4
Red Técnica Móvil,192.168.7.7,ASR01VEN,BOGOTA,ASR9K,No Yet Cataloged,XR,5.3.4
Red Técnica Móvil,192.168.6.134,ASR02ING,CALI,ASR9K,No Yet Cataloged,XR,4.3.4
Red Técnica Móvil,10.68.86.131,ASR02MED,MEDELLIN,ASR9K,No Yet Cataloged,XR,5.3.4
Red Técnica Móvil,10.68.99.14,ASR02MEG,Medellin,ASR9K,No Yet Cataloged,XR,4.3.4
Red Técnica Móvil,10.70.162.134,ASR02SIN,SINCELEJO,ASR9K,No Yet Cataloged,XR,4.3.4
Red Técnica Móvil,10.67.44.6,ASR02TRIM,BOGOTA,ASR9K,No Yet Cataloged,XR,5.3.4
Red Técnica Móvil,192.168.7.10,ASR02VEN,BOGOTA,ASR9K,No Yet Cataloged,XR,5.3.4
Red Técnica Móvil,10.64.4.6,ASR1004ARA_A,Not Info Yet,ASR1004,No Yet Cataloged,XE,asr1000rp2-adventerprisek9.03.05.01.S.152-1.S1
Red Técnica Móvil,192.168.70.29,ASR1004VEN_A,Not Info Yet,ASR1004,No Yet Cataloged,XE,asr1000rp2-adventerprisek9.03.05.01.S.152-1.S1
Red Técnica Móvil,192.168.6.1,CRS01ALK,BARRANQUILLA,CRS-8/S-B,No Yet Cataloged,XR,4.3.2
Red Técnica Móvil,192.168.56.23,CRS01ARA,BOGOTA,CRS-8/S,No Yet Cataloged,XR,6.2.3
Red Técnica Móvil,192.168.195.51,CRS01CAL,CALI,CRS-8/S,No Yet Cataloged,XR,4.3.2
Red Técnica Móvil,192.168.31.74,CRS01MED,Medellin,CRS-8/S,No Yet Cataloged,XR,4.3.2
Red Técnica Móvil,192.168.31.184,CRS01PRA,BOGOTA,CRS-8/S,No Yet Cataloged,XR,4.3.2
Red Técnica Móvil,192.168.118.90,CRS01VEN,BOGOTA,CRS-8/S-B,No Yet Cataloged,XR,4.3.2
Red Técnica Móvil,192.168.6.14,ISPCRS01_ALK,BARRANQUILLA,CRS-8/S-B,No Yet Cataloged,XR,5.1.4
Red Técnica Móvil,192.168.6.137,ISPCRS01_ING,CALI,CRS-8/S-B,No Yet Cataloged,XR,5.1.4
Red Técnica Móvil,10.68.103.52,ISPCRS01_MEG,Medellin,CRS-8/S-B,No Yet Cataloged,XR,5.1.4
Red Técnica Móvil,10.67.45.68,ISPCRS01_TRI,BOGOTA,CRS-8/S-B,No Yet Cataloged,XR,5.1.4
Red Técnica Móvil,10159247251,ISPCRS01_VEN,Not Info Yet,CRS-8/S-B,No Yet Cataloged,XR,5.1.4
Red Técnica Móvil,10.68.109.143,NX01MEG,MEDELLIN,C7710,No Yet Cataloged,NX-OS,n7700-s2-dk9.6.2.16
Red Técnica Móvil,10.67.102.23,NX01TRIM,Not Info Yet,C9504,No Yet Cataloged,NX-OS,nxos.7.0.3.I7.4
Red Técnica Móvil,10.68.109.144,NX02MEG,MEDELLIN,C7710,No Yet Cataloged,NX-OS,n7700-s2-dk9.6.2.16
Red Técnica Móvil,10.67.102.24,NX02TRIM,Not Info Yet,C9504,No Yet Cataloged,NX-OS,nxos.7.0.3.I7.4
Red Técnica Móvil,10.64.8.162,RT_TER_GPRS_VEN_P1,Not Info Yet,CISCO3925,No Yet Cataloged,IOS,c3900-universalk9-mz.SPA.155-1.T2
Red Técnica Móvil,192.168.132.3,RT01ALK,BARRANQUILLA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRC5
Red Técnica Móvil,192.168.30.2,RT01ARA,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.30.137,RT01BAR,BARRANQUILLA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.30.249,RT01BUC,BUCARAMANGA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.30.75,RT01CAL,CALI,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.31.5,RT01CAR,CARTAGENA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.90.249,RT01FON,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.92.249,RT01ING,CALI,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S3
Red Técnica Móvil,10.70.96.32,RT01MAR,CARTAGENA,CISCO7609-S,No Yet Cataloged,IOS,c7600rsp72043-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.31.75,RT01MED,Medellin,CISCO7609,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRC5
Red Técnica Móvil,192.168.89.249,RT01NEI,NEIVA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.140.7,RT01PAS,PASTO,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.51.172,RT01PER,PEREIRA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.31.175,RT01PRA,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.104.24,RT01TEC_DIS_MED_CENTRO,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.104.22,RT01TEC_DIST_BUCAR,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.255.205,RT01TEC_DIST_CUMBRE,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.104.26,RT01TEC_DIST_CUMBRE,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.255.167,RT01TEC_DIST_SINCELEJO,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.104.28,RT01TEC_DIST_SINCELEJO,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.104.29,RT01TEC_DIST_TURBACO,Not Info Yet,ASR1001-X,No Yet Cataloged,XE,asr1001x-universalk9.16.03.07.SPA
Red Técnica Móvil,10.10.110.1,RT01TEC_DIST_TURBACO,Not Info Yet,ASR1001-X,No Yet Cataloged,XE,asr1001x-universalk9.16.03.07.SPA
Red Técnica Móvil,192.168.67.249,RT01TOB,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.118.57,RT01TRI,BOGOTA,CISCO7609-S,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRE6
Red Técnica Móvil,10.67.98.128,RT01TRIM,BOGOTA,CISCO7609-S,No Yet Cataloged,IOS,c7600rsp72043-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192168134249,RT01VEN,Not Info Yet,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.122-33.SRE9
Red Técnica Móvil,192.168.132.4,RT02ALK,BARRANQUILLA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRC5
Red Técnica Móvil,192.168.30.3,RT02ARA,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.30.138,RT02BAR,BARRANQUILLA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.30.250,RT02BUC,BUCARAMANGA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.30.76,RT02CAL,CALI,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.31.6,RT02CAR,CARTAGENA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.90.250,RT02FON,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.92.250,RT02ING,CALI,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S3
Red Técnica Móvil,10.70.96.33,RT02MAR,CARTAGENA,CISCO7609-S,No Yet Cataloged,IOS,c7600rsp72043-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.31.76,RT02MED,Medellin,CISCO7609,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRC5
Red Técnica Móvil,192.168.89.250,RT02NEI,NEIVA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.140.8,RT02PAS,PASTO,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.51.173,RT02PER,PEREIRA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.31.176,RT02PRA,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.104.46,RT02TEC_DIS_MED_CENTRO,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.255.206,RT02TEC_DIST_CUMBRE,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.104.58,RT02TEC_DIST_CUMBRE,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.255.168,RT02TEC_DIST_SINCELEJO,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.104.56,RT02TEC_DIST_SINCELEJO,Not Info Yet,ASR1001,No Yet Cataloged,XE,asr1001-universalk9.03.07.04.S.152-4.S4
Red Técnica Móvil,192.168.104.55,RT02TEC_DIST_TURBACO,Not Info Yet,ASR1001-X,No Yet Cataloged,XE,asr1001x-universalk9.16.03.07.SPA
Red Técnica Móvil,10.10.110.250,RT02TEC_DIST_TURBACO,Not Info Yet,ASR1001-X,No Yet Cataloged,XE,asr1001x-universalk9.16.03.07.SPA
Red Técnica Móvil,192.168.67.250,RT02TOB,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192.168.118.58,RT02TRI,BOGOTA,CISCO7609-S,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRE6
Red Técnica Móvil,10.67.98.129,RT02TRIM,BOGOTA,CISCO7609-S,No Yet Cataloged,IOS,c7600rsp72043-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192168134250,RT02VEN,Not Info Yet,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.122-33.SRE9
Red Técnica Móvil,192168247252,RT03ALK,Not Info Yet,CISCO7609-S,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRC5
Red Técnica Móvil,192.168.56.252,RT03ARA,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192168141249,RT03SIN,Not Info Yet,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S3
Red Técnica Móvil,192168240249,RT03VEN,Not Info Yet,CISCO7609-S,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.122-33.SRE9
Red Técnica Móvil,192168247253,RT04ALK,Not Info Yet,CISCO7609-S,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRC5
Red Técnica Móvil,192.168.56.253,RT04ARA,BOGOTA,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S6
Red Técnica Móvil,192168141250,RT04SIN,Not Info Yet,CISCO7609,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.153-3.S3
Red Técnica Móvil,192168240250,RT04VEN,Not Info Yet,CISCO7609-S,No Yet Cataloged,IOS,c7600s72033-adventerprisek9-mz.122-33.SRE9
Red Técnica Móvil,192168104105,SW_20ENERO_TEC_D,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9npe-mz.150-1.SE3/c3750e-universalk9npe-mz.150-1.SE3
Red Técnica Móvil,192.168.104.94,SW_ALKARAWI_TEC_D,Not Info Yet,WS-C4507R+E,No Yet Cataloged,XE,cat4500e-universalk9.SPA.03.06.03.E.152-2.E3
Red Técnica Móvil,192.168.104.95,SW_ALKARAWI_TEC_E,Not Info Yet,WS-C4507R+E,No Yet Cataloged,XE,cat4500e-universalk9.SPA.03.06.03.E.152-2.E3
Red Técnica Móvil,192168104112,SW_FON_TEC_C_D,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9npe-mz.150-1.SE3/c3750e-universalk9npe-mz.150-1.SE3
Red Técnica Móvil,10.56.29.10,SW_GBOIP_VAD_1,Not Info Yet,WS-C3560X-48,No Yet Cataloged,IOS,c3560e-universalk9-mz.122-55.SE3/c3560e-universalk9-mz.122-55.SE3
Red Técnica Móvil,10.68.39.2,SW_ING_TEC_IN_A,Not Info Yet,WS-C3750G-48TS,No Yet Cataloged,IOS,c3750-ipbasek9-mz.122-58.SE2
Red Técnica Móvil,192168104116,SW_INGENIO_TEC_F,Not Info Yet,WS-C4507R+E,No Yet Cataloged,XE,cat4500e-universalk9.SPA.03.06.03.E.152-2.E3
Red Técnica Móvil,10.64.60.53,SW_SANDVINE_A,Not Info Yet,WS-C3750G-12S,No Yet Cataloged,IOS,c3750-ipbasek9-mz.122-55.SE11
Red Técnica Móvil,10.64.60.54,SW_SANDVINE_B,Not Info Yet,WS-C3750G-12S,No Yet Cataloged,IOS,c3750-ipbasek9-mz.122-55.SE11
Red Técnica Móvil,192168177227,SW_SATELITAL_VEN_B,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9npe-mz.150-1.SE3/c3750e-universalk9npe-mz.150-1.SE3
Red Técnica Móvil,10.64.8.163,SW_TER_GPRS_VEN_P1,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-ipbasek9-mz.150-2.SE10a
Red Técnica Móvil,10.67.37.69,SW_TRI_TEC_D,Not Info Yet,WS-C4507R+E,No Yet Cataloged,XE,cat4500e-universalk9.SPA.03.04.06.SG.151-2.SG6
Red Técnica Móvil,10.67.37.70,SW_TRI_TEC_E,Not Info Yet,WS-C4507R+E,No Yet Cataloged,XE,cat4500e-universalk9.SPA.03.04.06.SG.151-2.SG6
Red Técnica Móvil,10.67.102.10,SW01GPRSTRI,Not Info Yet,WS-C3750G-12S,No Yet Cataloged,IOS,c3750-ipservicesk9-mz.122-55.SE10
Red Técnica Móvil,192.168.104.88,SW01TEC_DIST_MED,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9npe-mz.150-1.SE3/c3750e-universalk9npe-mz.150-1.SE3
Red Técnica Móvil,10.67.102.11,SW02GPRSTRI,Not Info Yet,WS-C3750G-12S,No Yet Cataloged,IOS,c3750-ipservicesk9-mz.122-55.SE10
Red Técnica Móvil,10.10.110.254,SW1TURBACO,Not Info Yet,WS-C3650-24TS,No Yet Cataloged,XE,"(CAT3K_CAA-UNIVERSALK9-M), Version 03.06.06E"
Red Técnica Móvil,10.10.110.253,SW2TURBACO,Not Info Yet,WS-C2960X-24TD-L,No Yet Cataloged,IOS,c2960x-universalk9-mz.152-4.E6
Red Técnica Móvil,192168104123,System,Not Info Yet,NCS-5001,No Yet Cataloged,XR,6.6.3
Red Técnica Móvil,192168104124,System,Not Info Yet,NCS-5001,No Yet Cataloged,XR,6.6.3
